"date","health","avg"
"9/04/2020","L",72.6423137468062
"1/02/2020","M",1.47735267661792
"1/03/2020","M",7.3341255342315
"1/04/2020","M",85.3312659666653
"10/02/2020","M",4.9451216513591
"10/03/2020","M",7.01398869367176
"10/04/2020","M",168.59826148371
"11/01/2020","M",0.0294385846502912
"11/02/2020","M",5.2459175482109
"11/03/2020","M",7.22281021635116
"11/04/2020","M",179.502362791755
"12/01/2020","M",0.0294385846502912
"12/02/2020","M",5.4878883537511
"12/03/2020","M",7.56081219554883
"12/04/2020","M",190.801344339584
"13/01/2020","M",0.0294385846502912
"13/02/2020","M",7.30285816055748
"13/03/2020","M",8.70821262836805
"14/01/2020","M",0.0294385846502912
"14/02/2020","M",7.78751778589764
"14/03/2020","M",10.0475871729405
"15/01/2020","M",0.0294385846502912
"15/02/2020","M",6.94767094050777
"15/03/2020","M",11.0832203557477
"16/01/2020","M",0.0294385846502912
"16/02/2020","M",7.15640665303269
"16/03/2020","M",13.5690329831765
"17/01/2020","M",0.032310641689344
"17/02/2020","M",7.36955302458188
"17/03/2020","M",15.0958026423961
"18/01/2020","M",0.0445168841053183
"18/02/2020","M",7.56649278855355
"18/03/2020","M",17.3321955103893
"19/01/2020","M",0.0868797254313471
"19/02/2020","M",7.80146279573137
"19/03/2020","M",18.2820657147884
"2/02/2020","M",1.8037026604311
"2/03/2020","M",7.23286497157821
"2/04/2020","M",93.5959053261002
"20/01/2020","M",0.0807720887515417
"20/02/2020","M",7.98879614038489
"20/03/2020","M",20.3389407454462
"21/01/2020","M",0.11415975183053
"21/02/2020","M",8.35711101562857
"21/03/2020","M",23.5350516683077
"22/01/2020","M",0.168728835572534
"22/02/2020","M",7.74453753337055
"22/03/2020","M",25.8374889527112
"23/01/2020","M",0.215758769587023
"23/02/2020","M",8.42286177043288
"23/03/2020","M",29.8770224485666
"24/01/2020","M",0.218173938988394
"24/02/2020","M",7.93182648023851
"24/03/2020","M",35.0617915209415
"25/01/2020","M",0.256638828214562
"25/02/2020","M",8.580610842677
"25/03/2020","M",39.9968130014359
"26/01/2020","M",0.380137280893833
"26/02/2020","M",7.6821380284832
"26/03/2020","M",46.3593254939125
"27/01/2020","M",0.524276385805386
"27/02/2020","M",6.92657830241294
"27/03/2020","M",54.3087601964482
"28/01/2020","M",0.690068678422057
"28/02/2020","M",6.81025529316698
"28/03/2020","M",61.0239771576421
"29/01/2020","M",0.900016047976817
"29/02/2020","M",7.41231261507269
"29/03/2020","M",67.3190115266659
"3/02/2020","M",2.14375150864057
"3/03/2020","M",6.62985726586563
"3/04/2020","M",103.785228000267
"30/01/2020","M",1.15002861322636
"30/03/2020","M",73.6168317572389
"31/01/2020","M",1.44896767927214
"31/03/2020","M",80.0067786675505
"4/02/2020","M",2.53561554743901
"4/03/2020","M",6.44325589788774
"4/04/2020","M",114.161628648434
"5/02/2020","M",3.00957104477977
"5/03/2020","M",6.70203686531888
"5/04/2020","M",123.780046792295
"6/02/2020","M",3.4681352928955
"6/03/2020","M",7.25673445030019
"6/04/2020","M",132.344892092698
"7/02/2020","M",3.85193093296155
"7/03/2020","M",7.159214858141
"7/04/2020","M",139.472038588047
"8/02/2020","M",4.25899444541558
"8/03/2020","M",7.15362627677782
"8/04/2020","M",148.755491714826
"9/02/2020","M",4.58790955712691
"9/03/2020","M",7.09472667737712
"9/04/2020","M",156.707884028259
