"date","smoke","avg"
"10/03/2020","M",16.8015308604526
"10/04/2020","M",264.057286423487
"11/01/2020","M",0.0144033020203627
"11/02/2020","M",0.227079091841968
"11/03/2020","M",19.3099286436719
"11/04/2020","M",272.875718919833
"12/01/2020","M",0.0144033020203627
"12/02/2020","M",0.227079091841968
"12/03/2020","M",27.7808090730839
"12/04/2020","M",286.643391078012
"13/01/2020","M",0.0144033020203627
"13/02/2020","M",0.229936529130419
"13/03/2020","M",30.0664310158075
"14/01/2020","M",0.0144033020203627
"14/02/2020","M",0.233414357016655
"14/03/2020","M",33.3834788381177
"15/01/2020","M",0.0144033020203627
"15/02/2020","M",0.241198137138819
"15/03/2020","M",35.9303386260924
"16/01/2020","M",0.0144033020203627
"16/02/2020","M",0.24630759750588
"16/03/2020","M",40.141898328401
"17/01/2020","M",0.0144033020203627
"17/02/2020","M",0.249685663114913
"17/03/2020","M",44.2982481372427
"18/01/2020","M",0.0288066040407254
"18/02/2020","M",0.25162339852191
"18/03/2020","M",49.5804293353897
"19/01/2020","M",0.0432099060610881
"19/02/2020","M",0.290378106661851
"19/03/2020","M",51.8797395407528
"2/02/2020","M",0.129419750047262
"2/03/2020","M",7.4728654204032
"2/04/2020","M",161.954850661991
"20/01/2020","M",0.0312936300655291
"20/02/2020","M",0.393078083232692
"20/03/2020","M",56.0677154682829
"21/01/2020","M",0.0218827631309269
"21/02/2020","M",0.586851623932392
"21/03/2020","M",61.5497795715032
"22/01/2020","M",0.0218827631309269
"22/02/2020","M",0.878062307582293
"22/03/2020","M",66.7434009647265
"23/01/2020","M",0.0218827631309269
"23/02/2020","M",1.48500977532403
"23/03/2020","M",73.3864166130186
"24/01/2020","M",0.0253127113464304
"24/02/2020","M",1.77723298309208
"24/03/2020","M",78.8979167893693
"25/01/2020","M",0.0318052169100553
"25/02/2020","M",2.22937834603939
"25/03/2020","M",84.856698179301
"26/01/2020","M",0.0423629722253662
"26/02/2020","M",2.90908223368326
"26/03/2020","M",91.736476651045
"27/01/2020","M",0.0548098044713896
"27/02/2020","M",3.41578805367908
"27/03/2020","M",100.525335449997
"28/01/2020","M",0.0652410144932326
"28/02/2020","M",4.44033821736295
"28/03/2020","M",110.802638646539
"29/01/2020","M",0.0796443165135953
"29/02/2020","M",5.77414279919832
"29/03/2020","M",121.613518442734
"3/02/2020","M",0.131384736516403
"3/03/2020","M",7.41116344476857
"3/04/2020","M",174.553525266195
"30/01/2020","M",0.0984280886185828
"30/03/2020","M",131.186010331944
"31/01/2020","M",0.111544753333714
"31/03/2020","M",140.69610462598
"4/02/2020","M",0.140712599534153
"4/03/2020","M",7.6047533967726
"4/04/2020","M",188.253419971411
"5/02/2020","M",0.15427672925099
"5/03/2020","M",8.87841709526942
"5/04/2020","M",202.873725298294
"6/02/2020","M",0.170614959132275
"6/03/2020","M",10.0224941017574
"6/04/2020","M",216.317308875916
"7/02/2020","M",0.184149189401118
"7/03/2020","M",11.8340464310406
"7/04/2020","M",225.236249466501
"8/02/2020","M",0.198449903466061
"8/03/2020","M",13.6219797994659
"8/04/2020","M",237.54353202998
"9/01/2020","M",0.0144033020203627
"9/02/2020","M",0.211653237297805
"9/03/2020","M",14.9314058918709
"9/04/2020","M",250.699569068558
